39735,35675,1465427438
39737,26124,1465427440
39744,28429,1465427447
39749,29502,1465427452
39752,15730,1465427455
39761,30760,1465427464
39763,15184,1465427466
39765,19114,1465427468
39773,25734,1465429200
39774,36912,1465429201
39776,14979,1465429203
39779,9478,1465429206
39785,9159,1465429212
39786,7822,1465429213
39788,32081,1465429215
39790,17546,1465429217
39797,24622,1465429224
39798,36275,1465429225
39801,29528,1465429228
39805,26726,1465429232
39806,16801,1465429233
39807,37689,1465429234
39808,32157,1465429235
39809,38454,1465429236
39812,15999,1465429239
39826,17658,1465431003
39829,10410,1465431006
39832,26308,1465431009
39836,33460,1465431013
39845,16173,1465431022
39864,20638,1465431041
39865,37299,1465431042
39866,36846,1465431043
39879,39035,1465432799
39885,28969,1465432805
39896,28368,1465432816
39899,30209,1465432819
39901,31524,1465432821
39902,37402,1465432822
39905,38624,1465432825
39918,10351,1465432838
39920,16667,1465432840
39922,9727,1465432842
39923,9950,1465432843
39926,30979,1465432846
39928,36292,1465432848
39933,15774,1465432853
39938,37292,1465432858
39942,31098,1465432862
39946,27660,1465432866
39948,11559,1465432868
39954,25010,1465432874
39967,11867,1465432887
39970,27884,1465432890
39972,23118,1465432892
39974,23809,1465432894
39993,28941,1465434599
39996,36487,1465434602
39997,32491,1465434603
40000,28897,1465434606
40016,24798,1465436405
40017,31155,1465436406
40023,9609,1465436412
40024,12356,1465436413
40025,37154,1465436414
40031,22245,1465436420
40045,8337,1465436434
40052,33833,1465436441
40054,26645,1465436443
40058,29635,1465436447
40060,35422,1465436449
40069,36235,1465436458
40072,32177,1465436461
40073,35455,1465436462
40081,11176,1465436470
40083,26939,1465436472
40085,36577,1465436474
40086,27655,1465436475
40088,22858,1465436477
40090,9584,1465436479
40099,38452,1465438201
40100,8245,1465438202
40101,12959,1465438203
40111,17575,1465440000
40119,36919,1465440008
40121,23117,1465440010
40122,25223,1465440011
40128,12031,1465440017
40131,36338,1465440020
40133,34396,1465440022
40136,25411,1465440025
40140,19903,1465440029
40141,28501,1465440030
40154,37601,1465440043
40174,31316,1465441810
40184,13223,1465441820
40190,27398,1465441826
40194,31862,1465441830
40200,18369,1465441836
40201,20469,1465441837
40211,11305,1465441847
40216,12144,1465441852
40222,33017,1465441858
40232,19836,1465441868
40235,28202,1465441871
40237,10461,1465441873
40239,33154,1465441875
40247,20192,1465441883
40249,27399,1465441885
40252,25069,1465441888
40266,36301,1465443600
40269,29011,1465443603
40273,29256,1465443607
40277,11912,1465443611
40278,36446,1465443612
40284,10253,1465443618
40285,31104,1465443619
40287,24721,1465443621
40295,20376,1465443629
40296,27045,1465443630
40300,14248,1465443634
40302,21175,1465443636
40308,20248,1465443642
40318,27686,1465443652
40321,20596,1465443655
40326,28032,1465443660
40327,11847,1465443661
40331,32893,1465445399
40336,11285,1465445404
40337,24546,1465445405
40344,10353,1465445412
40346,8706,1465445414
40348,38813,1465445416
40354,12140,1465445422
40358,17419,1465445426
40359,38974,1465445427
40361,20583,1465445429
40363,39733,1465445431
40370,36172,1465445438
40376,36465,1465445444
40377,24135,1465445445
40386,37243,1465445454
40392,39939,1465445460
40404,9214,1465447199
40419,40359,1465447214
40421,19220,1465447216
40433,21226,1465447228
40434,18845,1465447229
40440,6993,1465447235
40451,25323,1465447246
40456,19995,1465447251
40461,11253,1465447256
40462,37835,1465447257
40465,28196,1465447260
40466,19726,1465447261
40469,39071,1465447264
40471,19035,1465447266
40476,15465,1465447271
40479,21579,1465447274
40482,37177,1465447277
40494,25331,1465447289
40508,38741,1465448999
40510,20198,1465449001
40514,29802,1465449005
40524,24990,1465449015
40530,25878,1465449021
40542,24441,1465449033
40545,27554,1465449036
40546,36572,1465449037
40551,16089,1465449042
40553,18616,1465449044
40556,36313,1465449047
40557,24337,1465449048
40559,8192,1465449050
40570,9102,1465449061
40581,25342,1465449072
40583,16175,1465449074
40588,35841,1465449079
40592,38924,1465449083
40594,13683,1465449085
40599,28464,1465449090
40601,15088,1465449092
40602,16774,1465449093
40613,27650,1465450801
40615,38941,1465450803
40617,12683,1465450805
40622,18720,1465450810
40626,25408,1465450814
40631,26810,1465450819
40632,25126,1465450820
40636,11887,1465450824
40640,8191,1465450828
40641,11977,1465450829
40649,24671,1465450837
40650,38021,1465450838
40656,36911,1465450844
40658,11247,1465450846
40670,38594,1465452599
40674,20702,1465452603
40682,25785,1465452611
40689,29893,1465454399
40699,25744,1465454409
40704,7390,1465454414
40709,17239,1465454419
40710,33258,1465454420
40713,28509,1465454423
40730,11716,1465454440
40736,22957,1465454446
40737,15553,1465454447
40746,16499,1465454456
40748,22901,1465454458
40754,37053,1465454464
40761,29117,1465454471
40765,28533,1465454475
40767,32483,1465454477
40768,30161,1465454478
40769,28612,1465454479
40781,21575,1465456201
40782,27241,1465456202
40789,26876,1465456209
40790,28513,1465456210
40791,27224,1465456211
40795,31238,1465456215
40799,38962,1465456219
40803,20386,1465456223
40820,38743,1465458005
40823,14886,1465458008
40829,32440,1465458014
40835,32606,1465458020
40843,19471,1465458028
40859,20507,1465459804
40867,16835,1465459812
40874,24183,1465459819
40877,29947,1465459822
40879,29469,1465459824
40886,27662,1465459831
40891,29441,1465459836
40892,15397,1465459837
40893,28910,1465459838
40894,32283,1465459839
40896,38758,1465459841
40897,8447,1465459842
40900,22868,1465459845
40905,21856,1465459850
40906,36603,1465459851
40917,39270,1465461600
40918,22740,1465461601
40933,12616,1465461616
40935,23504,1465461618
40936,21872,1465461619
40942,39757,1465461625
40946,13238,1465461629
40952,9727,1465461635
40956,12146,1465461639
40958,28514,1465461641
40960,33398,1465461643
40961,10049,1465461644
40964,12901,1465461647
40968,17181,1465461651
40969,28690,1465461652
40970,40719,1465461653
40978,39734,1465461661
40979,26786,1465461662
40980,23873,1465461663
40981,36754,1465461664
40982,27410,1465461665
40990,28627,1465461673
40992,14418,1465461675
41002,37405,1465463401
41009,31418,1465463408
41010,11598,1465463409
41013,20553,1465463412
41019,36540,1465463418
41025,40603,1465463424
41028,12352,1465463427
41032,34431,1465463431
41035,38687,1465463434
41036,35298,1465463435
41041,19974,1465463440
41043,28914,1465463442
41044,34821,1465463443
41049,32658,1465463448
41066,30371,1465465203
41071,15340,1465465208
41084,9765,1465465221
41087,30668,1465465224
41094,18541,1465465231
41100,25502,1465465237
41109,16444,1465465246
41113,16789,1465465250
41117,36743,1465465254
41122,35428,1465467001
41125,20009,1465467004
41131,18948,1465467010
41139,36323,1465467018
41148,31336,1465467027
41151,40856,1465467030
41153,26810,1465467032
41156,34110,1465467035
41157,34994,1465467036
41158,11075,1465467037
41168,16558,1465467047
41174,12440,1465467053
41176,21965,1465467055
41179,26557,1465467058
41180,31478,1465467059
41184,39928,1465467063
41186,40621,1465467065
41203,26591,1465468806
41206,38369,1465468809
41207,25442,1465468810
41208,34579,1465468811
41210,20424,1465468813
41218,15516,1465468821
41220,25374,1465468823
41231,15741,1465468834
41245,33571,1465468848
41250,32281,1465468853
41253,39576,1465468856
41262,27148,1465468865
41264,39078,1465468867
41267,16293,1465468870
41268,40447,1465468871
41274,21579,1465468877
41288,15000,1465468891
41295,27030,1465468898
41308,32013,1465468911
41310,11765,1465468913
41311,30271,1465468914
41317,30996,1465470599
41319,18205,1465470601
41320,27132,1465470602
41324,38116,1465470606
41327,38210,1465470609
41329,24334,1465470611
41331,32863,1465470613
41333,22968,1465470615
41338,7154,1465470620
41340,31043,1465470622
41341,33357,1465470623
41345,38104,1465470627
41361,37610,1465472408
41365,33443,1465472412
41368,27954,1465472415
41369,36342,1465472416
41372,29675,1465472419
41373,34285,1465472420
41374,15770,1465472421
41376,15680,1465472423
41384,34140,1465472431
41386,35287,1465472433
41388,35263,1465472435
41395,31341,1465472442
41404,30468,1465472451
41410,24620,1465472457
41415,23177,1465472462
41418,9548,1465472465
41422,10492,1465472469
41423,27652,1465472470
41428,27638,1465472475
41434,26685,1465472481
41450,41271,1465475999
41453,15132,1465476002
41458,26503,1465476007
41460,15332,1465476009
41466,39524,1465476015
41467,35640,1465476016
41470,28937,1465476019
41471,25313,1465476020
41473,14507,1465476022
41480,17910,1465476029
41484,35386,1465476033
41485,25534,1465476034
41486,17429,1465476035
41492,23080,1465476041
41502,17526,1465476051
41503,32679,1465476052
41508,36085,1465476057
41509,17370,1465476058
41511,40639,1465476060
41512,29571,1465476061
41530,38269,1465476079
41532,7010,1465476081
41547,38522,1465477803
41554,29464,1465477810
41564,32714,1465477820
41576,30156,1465479603
41577,33819,1465479604
41580,30095,1465479607
41582,10974,1465479609
41585,17662,1465479612
41586,40067,1465479613
41588,10536,1465479615
41591,19536,1465479618
41594,17244,1465479621
41602,41415,1465479629
41603,19729,1465479630
41605,25391,1465479632
41608,38639,1465479635
41611,36116,1465479638
41618,20882,1465479645
41622,23644,1465479649
41625,12763,1465479652
41630,18450,1465479657
41636,32184,1465479663
41639,22069,1465479666
41645,19297,1465481399
41647,36317,1465481401
41649,22125,1465481403
41650,26310,1465481404
41652,37541,1465481406
41654,40994,1465481408
41655,20276,1465481409
41656,30819,1465481410
41657,28729,1465481411
41663,18364,1465481417
41670,31333,1465481424
41672,14952,1465481426
41676,34575,1465481430
41678,39780,1465481432
41683,16203,1465481437
41691,21111,1465481445
41693,19548,1465481447
41694,22781,1465481448
41704,20596,1465483202
41715,12952,1465485001
41726,38044,1465485012
41729,32078,1465485015
41732,20740,1465485018
41734,17526,1465485020
41738,15361,1465485024
41739,26732,1465485025
41741,29776,1465485027
41742,23842,1465485028
41752,35344,1465485038
41758,40689,1465485044
41763,41416,1465485049
41764,18428,1465485050
41765,29139,1465485051
41770,36816,1465485056
41779,41450,1465485065
41795,22688,1465485081
41798,26187,1465485084
41799,35710,1465485085
41809,38599,1465486802
41810,27867,1465486803
41812,9027,1465486805
41814,29862,1465486807
41820,20727,1465486813
41821,14651,1465486814
41828,14717,1465486821
41836,21685,1465486829
41837,35459,1465486830
41840,40499,1465486833
41841,34608,1465486834
41844,29647,1465486837
41851,19082,1465488600
41852,28936,1465488601
41863,32688,1465488612
41873,22483,1465488622
41875,25626,1465488624
41884,30540,1465488633
41891,28089,1465488640
41896,9372,1465488645
41898,34527,1465488647
41899,27467,1465488648
41900,39558,1465488649
41901,17179,1465488650
41913,27640,1465488662
41919,41557,1465488668
41920,27005,1465488669
41923,27109,1465488672
41925,22449,1465488674
